complaint_type,borough,request_count,avg_response_hours,median_response_hours,p90_response_hours,same_day_rate,repeat_proxy_rate,avg_repeat_group_count
DOOR/WINDOW,BROOKLYN,1785,594.9006557734205,291.84833333333336,1453.7070000000017,0.009523809523809525,0.38599439775910366,3.033613445378151
DOOR/WINDOW,MANHATTAN,1229,881.5009354940784,337.31416666666667,2290.684111111112,0.009764035801464606,0.42148087876322216,3.433685923515053
DOOR/WINDOW,QUEENS,693,526.2249779541446,242.58833333333334,1257.1533888888916,0.024531024531024532,0.3318903318903319,2.595959595959596
DOOR/WINDOW,STATEN ISLAND,106,610.0971200209643,257.86833333333334,1316.6475,0.009433962264150943,0.3113207547169811,3.1132075471698113
DRINKING,BRONX,138,1.9530495169082125,0.9130555555555555,4.994166666666667,0.855072463768116,0.5869565217391305,14.405797101449275
DRINKING,BROOKLYN,146,1.597442922374429,0.835,3.965694444444445,0.8424657534246576,0.3561643835616438,3.143835616438356
DRINKING,MANHATTAN,92,1.1126056763285024,0.6323611111111112,2.555,0.8913043478260869,0.31521739130434784,5.336956521739131
DRINKING,QUEENS,175,2.151615873015873,1.1588888888888889,5.390888888888888,0.8285714285714286,0.2914285714285714,3.645714285714286
DRINKING,STATEN ISLAND,9,0.9895061728395061,0.8019444444444445,2.036111111111111,0.7777777777777778,0.2222222222222222,2.7777777777777777
DRINKING WATER,BRONX,8,3868.9246527777777,101.63458333333332,15047.814222222221,0.0,0.0,1.0
DRINKING WATER,BROOKLYN,14,187.53888888888892,70.775,620.0597500000003,0.21428571428571427,0.0,1.0
DRINKING WATER,MANHATTAN,7,4663.281111111111,2617.468888888889,10299.724944444448,0.0,0.0,1.0
DRINKING WATER,QUEENS,11,1948.0324494949493,132.34444444444443,380.76194444444445,0.0,0.0,1.0909090909090908
DRINKING WATER,STATEN ISLAND,2,1247.6331944444444,1247.6331944444444,1537.5044166666667,0.0,0.0,1.0
DRUG ACTIVITY,BRONX,152,3.8380171783625734,1.68,9.936527777777778,0.8355263157894737,0.5263157894736842,13.348684210526315
DRUG ACTIVITY,BROOKLYN,160,3.955911458333334,0.8615277777777778,4.345888888888888,0.91875,0.3875,9.35
DRUG ACTIVITY,MANHATTAN,297,1.247716049382716,0.5741666666666667,2.49338888888889,0.9629629629629629,0.6195286195286195,39.85521885521886
DRUG ACTIVITY,QUEENS,1523,0.9327697526811118,0.31472222222222224,1.9782777777777771,0.9704530531845043,0.9527248850952068,460.0091923834537
DRUG ACTIVITY,STATEN ISLAND,20,0.9360138888888889,0.6766666666666667,1.6632500000000003,0.95,0.3,2.0
DUMPSTER COMPLAINT,BRONX,16,154.68425347222222,128.61680555555557,300.63055555555553,0.0625,0.1875,1.625
DUMPSTER COMPLAINT,BROOKLYN,61,135.1826548269581,91.42138888888888,332.52777777777777,0.01639344262295082,0.11475409836065574,1.7540983606557377
DUMPSTER COMPLAINT,MANHATTAN,49,194.79801020408166,147.64333333333335,461.9631111111112,0.02040816326530612,0.16326530612244897,1.9591836734693877
DUMPSTER COMPLAINT,QUEENS,43,104.67759043927649,48.894444444444446,252.6710555555556,0.023255813953488372,0.09302325581395349,1.441860465116279
DUMPSTER COMPLAINT,STATEN ISLAND,16,782.2586284722222,63.011111111111106,3524.230972222222,0.0,0.375,3.5625
E-SCOOTER,BRONX,11,141.80482323232323,21.2325,84.69583333333334,0.09090909090909091,0.0,1.0909090909090908
E-SCOOTER,BROOKLYN,3,118.13925925925925,18.1925,268.9436111111111,0.3333333333333333,0.0,1.6666666666666667
E-SCOOTER,MANHATTAN,2,22.049722222222222,22.049722222222222,22.750611111111112,0.0,0.0,1.0
E-SCOOTER,QUEENS,21,33.17252645502646,27.288055555555555,61.70055555555555,0.14285714285714285,0.19047619047619047,1.6666666666666667
ELECTRIC,BRONX,1344,481.753597676918,196.47916666666666,1181.9463333333342,0.024553571428571428,0.3861607142857143,4.2961309523809526
ELECTRIC,BROOKLYN,1203,452.63914449986146,175.42277777777778,1039.9392777777778,0.02660016625103907,0.3117206982543641,2.7256857855361596
ELECTRIC,MANHATTAN,661,651.3664414187258,214.9661111111111,1549.9072222222221,0.018154311649016642,0.3827534039334342,3.2829046898638428
ELECTRIC,QUEENS,561,447.0182070707071,152.0572222222222,1132.3366666666666,0.035650623885918005,0.29590017825311943,2.5632798573975046
ELECTRIC,STATEN ISLAND,103,489.7953505933118,199.57472222222222,839.3108888888888,0.009708737864077669,0.17475728155339806,1.8349514563106797
ELECTRICAL,BRONX,35,185.03247619047622,102.10555555555555,416.9002222222222,0.02857142857142857,0.02857142857142857,1.2285714285714286
ELECTRICAL,BROOKLYN,93,227.4269952210275,84.6175,487.2734999999999,0.03225806451612903,0.12903225806451613,1.6021505376344085
ELECTRICAL,MANHATTAN,48,126.51630787037037,82.68138888888889,317.830527777778,0.041666666666666664,0.08333333333333333,1.2708333333333333
ELECTRICAL,QUEENS,91,208.0332600732601,105.12222222222222,606.1002777777778,0.03296703296703297,0.10989010989010989,1.4395604395604396
ELECTRICAL,STATEN ISLAND,24,77.68452546296297,38.774166666666666,203.94,0.0,0.20833333333333334,2.8333333333333335
ELECTRONICS WASTE APPOINTMENT,BRONX,39,142.61880341880342,164.83333333333334,201.07000000000014,0.0,0.02564102564102564,1.1794871794871795
ELECTRONICS WASTE APPOINTMENT,BROOKLYN,120,359.6502777777778,310.0583333333333,718.6616666666666,0.0,0.03333333333333333,1.3166666666666667
ELECTRONICS WASTE APPOINTMENT,QUEENS,145,342.4557471264368,339.1166666666667,568.8100000000001,0.0,0.05517241379310345,1.296551724137931
ELECTRONICS WASTE APPOINTMENT,STATEN ISLAND,553,79.48206751054853,46.95,140.86666666666667,0.0054249547920434,0.081374321880651,1.3960216998191681
ELEVATOR,BRONX,1131,899.9908200707339,492.29527777777776,1979.5941666666668,0.053934571175950484,0.5915119363395226,6.553492484526967
ELEVATOR,BROOKLYN,744,769.1527889784946,491.40236111111113,1779.2294444444447,0.08333333333333333,0.41263440860215056,5.008064516129032
ELEVATOR,MANHATTAN,661,842.6095230290805,536.2705555555556,2004.1697222222222,0.0453857791225416,0.43267776096822996,4.043872919818457
ELEVATOR,QUEENS,398,707.3713260748185,514.7740277777777,1710.8973611111112,0.05025125628140704,0.45226130653266333,4.153266331658291
ELEVATOR,STATEN ISLAND,31,1038.2591039426525,1014.4536111111111,1599.2347222222222,0.03225806451612903,0.4838709677419355,3.5161290322580645
EMERGENCY RESPONSE TEAM (ERT),BRONX,40,348.0983194444444,129.83555555555557,629.0233888888889,0.1,0.1,1.375
EMERGENCY RESPONSE TEAM (ERT),BROOKLYN,185,180.85738288288292,60.354166666666664,393.8450555555555,0.10810810810810811,0.12972972972972974,1.6162162162162161
EMERGENCY RESPONSE TEAM (ERT),MANHATTAN,147,135.41875472411186,60.97027777777778,326.50177777777776,0.16326530612244897,0.10204081632653061,1.5714285714285714
EMERGENCY RESPONSE TEAM (ERT),QUEENS,110,134.7956818181818,53.22819444444444,343.60291666666706,0.18181818181818182,0.09090909090909091,1.4090909090909092
EMERGENCY RESPONSE TEAM (ERT),STATEN ISLAND,23,258.9436111111111,97.99472222222222,395.1912777777778,0.13043478260869565,0.0,1.3043478260869565
ENCAMPMENT,BRONX,216,60.63060442386831,3.0893055555555557,43.74263888888889,0.7361111111111112,0.4861111111111111,5.111111111111111
ENCAMPMENT,BROOKLYN,724,46.4756069674647,1.6680555555555556,26.225222222222257,0.8052486187845304,0.6215469613259669,46.15055248618785
ENCAMPMENT,MANHATTAN,2787,53.62045738149344,1.1172222222222221,66.2920555555556,0.7610333692142088,0.8069608898457122,26.181916038751346
ENCAMPMENT,QUEENS,419,34.350971227791035,2.1461111111111113,32.32788888888888,0.7565632458233891,0.5608591885441527,7.4677804295942725
ENCAMPMENT,STATEN ISLAND,20,2.1734583333333335,0.8049999999999999,4.386916666666674,0.95,0.1,1.5
FACADES,MANHATTAN,1,250.3461111111111,250.3461111111111,250.3461111111111,0.0,0.0,1.0
FACE COVERING VIOLATION,BRONX,2,12.659583333333334,12.659583333333334,22.423694444444447,0.5,0.0,1.0
FACE COVERING VIOLATION,BROOKLYN,15,2.10787037037037,0.48388888888888887,0.8552222222222222,0.9333333333333333,0.3333333333333333,2.6
FACE COVERING VIOLATION,MANHATTAN,16,6.467638888888889,0.6436111111111111,24.444444444444443,0.75,0.0625,1.375
FACE COVERING VIOLATION,QUEENS,6,4.5001851851851855,0.7072222222222222,12.49388888888889,0.8333333333333334,0.0,1.0
FACE COVERING VIOLATION,STATEN ISLAND,1,0.025833333333333333,0.025833333333333333,0.025833333333333333,1.0,1.0,3.0
FERRY COMPLAINT,MANHATTAN,1,76.50888888888889,76.50888888888889,76.50888888888889,0.0,0.0,1.0
FHV LICENSEE COMPLAINT,BRONX,1,3503.1511111111113,3503.1511111111113,3503.1511111111113,0.0,0.0,1.0
FHV LICENSEE COMPLAINT,STATEN ISLAND,1,428.4925,428.4925,428.4925,0.0,0.0,1.0
FLOORING/STAIRS,BRONX,1274,552.7697015088087,259.14750000000004,1395.3633611111113,0.022762951334379906,0.3602825745682888,6.004709576138148
FLOORING/STAIRS,BROOKLYN,1099,513.6802749974725,261.7269444444444,1201.9270555555556,0.009099181073703366,0.3075523202911738,2.626933575978162
FLOORING/STAIRS,MANHATTAN,783,742.5489658720022,311.96194444444444,1869.3234444444474,0.010217113665389528,0.3767560664112388,2.756066411238825
FLOORING/STAIRS,QUEENS,357,499.41139355742297,209.41583333333332,1329.3652222222245,0.01680672268907563,0.25770308123249297,2.2016806722689077
FLOORING/STAIRS,STATEN ISLAND,96,398.1844589120371,201.75791666666666,970.9126388888889,0.0,0.25,2.7291666666666665
FOOD ESTABLISHMENT,BRONX,146,15202.717028158297,13045.3625,33609.28736111111,0.00684931506849315,0.11643835616438356,1.5273972602739727
FOOD ESTABLISHMENT,BROOKLYN,431,13981.97265790152,9773.021944444445,33773.748611111114,0.009280742459396751,0.14617169373549885,1.8747099767981439
FOOD ESTABLISHMENT,MANHATTAN,531,12610.923253295668,7982.466111111111,31823.970833333333,0.007532956685499058,0.160075329566855,2.463276836158192
FOOD ESTABLISHMENT,QUEENS,356,12366.145173220973,8292.264166666668,31287.20138888889,0.0028089887640449437,0.19382022471910113,3.002808988764045
FOOD ESTABLISHMENT,STATEN ISLAND,58,15912.167159961686,13689.486666666668,35429.88919444445,0.0,0.22413793103448276,2.7241379310344827
FOOD POISONING,BRONX,42,562.0233730158731,48.95125,1607.0030555555547,0.23809523809523808,0.023809523809523808,1.3571428571428572
FOOD POISONING,BROOKLYN,87,703.6845721583653,32.2125,1143.450833333336,0.3448275862068966,0.034482758620689655,1.2298850574712643
FOOD POISONING,MANHATTAN,157,515.142940552017,48.000277777777775,1699.5149444444453,0.21656050955414013,0.025477707006369428,1.127388535031847
FOOD POISONING,QUEENS,96,248.31151620370372,33.69444444444444,642.6186111111111,0.2708333333333333,0.07291666666666667,1.5416666666666667
FOOD POISONING,STATEN ISLAND,14,182.7209722222222,11.010416666666666,380.7591111111114,0.6428571428571429,0.0,1.0714285714285714
FOR HIRE VEHICLE COMPLAINT,BRONX,90,2042.7596975308643,1545.3531944444444,4479.844305555555,0.0,0.05555555555555555,1.2333333333333334
FOR HIRE VEHICLE COMPLAINT,BROOKLYN,365,1844.6112283105024,1477.8908333333334,3521.7196111111116,0.0,0.24383561643835616,2.591780821917808
FOR HIRE VEHICLE COMPLAINT,MANHATTAN,1131,1910.6018852539542,1635.5325,3497.5630555555554,0.0008841732979664014,0.3713527851458886,3.48894783377542
FOR HIRE VEHICLE COMPLAINT,QUEENS,195,2083.4973404558405,1815.3425,4188.797833333333,0.005128205128205128,0.26666666666666666,3.7487179487179487
FOR HIRE VEHICLE COMPLAINT,STATEN ISLAND,7,1020.9882142857142,956.9191666666667,1551.7702222222222,0.0,0.0,1.1428571428571428
FOR HIRE VEHICLE REPORT,BROOKLYN,3,783.257962962963,193.7188888888889,1740.348,0.0,0.0,1.0
FOR HIRE VEHICLE REPORT,MANHATTAN,3,1742.0444444444445,1693.7105555555556,3115.651,0.0,0.0,1.0
FOR HIRE VEHICLE REPORT,QUEENS,7,505.6795238095238,453.59305555555557,816.650277777778,0.0,0.0,1.1428571428571428
FOR HIRE VEHICLE REPORT,STATEN ISLAND,1,22.850555555555555,22.850555555555555,22.850555555555555,0.0,0.0,1.0
GENERAL,BRONX,1327,650.4323319099053,337.4372222222222,1713.9316111111116,0.04295403165033911,0.3677467972871138,4.776940467219291
GENERAL,BROOKLYN,1184,648.347540822072,273.60291666666666,1559.6791111111115,0.03125,0.30743243243243246,3.1824324324324325
GENERAL,MANHATTAN,1018,1037.366392163283,394.88680555555555,2933.888222222224,0.0343811394891945,0.4027504911591356,6.395874263261296
GENERAL,QUEENS,468,579.8596533713201,256.5973611111111,1598.6940555555557,0.03418803418803419,0.25854700854700857,3.0277777777777777
GENERAL,STATEN ISLAND,71,522.081044600939,311.96472222222224,1529.2822222222221,0.04225352112676056,0.11267605633802817,1.591549295774648
GENERAL CONSTRUCTION/PLUMBING,BRONX,532,567.5717632623225,39.34625,1180.3095277777784,0.16353383458646617,0.17857142857142858,1.9661654135338347
GENERAL CONSTRUCTION/PLUMBING,BROOKLYN,2281,988.54785961323,97.69166666666666,2435.694722222222,0.16220955721174923,0.28320911880754057,3.0964489259096886
GENERAL CONSTRUCTION/PLUMBING,MANHATTAN,946,358.9484736903923,28.000972222222224,732.7234722222222,0.18076109936575052,0.2526427061310782,3.035940803382664
GENERAL CONSTRUCTION/PLUMBING,QUEENS,1355,1418.775664616646,310.4436111111111,3876.0756666666666,0.12103321033210332,0.1940959409594096,2.211808118081181
GENERAL CONSTRUCTION/PLUMBING,STATEN ISLAND,308,1211.773317099567,157.34416666666667,2901.5753055555633,0.17857142857142858,0.2435064935064935,3.0551948051948052
GRAFFITI,BRONX,193,3551.3991896948764,457.27416666666664,11785.729888888889,0.16062176165803108,0.29015544041450775,5.181347150259067
GRAFFITI,BROOKLYN,993,4299.017175786058,857.4125,13505.013166666675,0.07150050352467271,0.3001007049345418,2.5458207452165156
GRAFFITI,MANHATTAN,468,3356.184278252612,370.21152777777775,11435.845361111118,0.1452991452991453,0.3525641025641026,2.606837606837607
GRAFFITI,QUEENS,276,3280.8561483494364,575.99875,11451.69263888889,0.2246376811594203,0.16666666666666666,1.9891304347826086
GRAFFITI,STATEN ISLAND,103,1124.2541774541533,0.9563888888888888,1644.8066111111104,0.6699029126213593,0.5728155339805825,7.165048543689321
GREEN TAXI COMPLAINT,BRONX,3,2510.0627777777777,71.77222222222223,5967.230888888889,0.0,0.0,1.0
GREEN TAXI COMPLAINT,BROOKLYN,7,3827.83996031746,705.1447222222222,9792.39555555556,0.0,0.0,1.1428571428571428
GREEN TAXI COMPLAINT,MANHATTAN,11,4282.88345959596,2153.1994444444445,8441.870277777778,0.0,0.0,1.0
GREEN TAXI COMPLAINT,QUEENS,17,3864.341405228758,2013.8458333333333,9813.619500000003,0.0,0.0,1.2352941176470589
HARBORING BEES/WASPS,BRONX,1,36.85916666666667,36.85916666666667,36.85916666666667,0.0,1.0,5.0
HARBORING BEES/WASPS,BROOKLYN,2,23.320555555555558,23.320555555555558,33.830111111111115,0.0,0.0,2.0
HARBORING BEES/WASPS,STATEN ISLAND,1,19.89388888888889,19.89388888888889,19.89388888888889,0.0,1.0,5.0
HAZARDOUS MATERIALS,BRONX,28,13.139880952380953,1.5,26.395000000000017,0.8214285714285714,0.03571428571428571,1.4285714285714286
HAZARDOUS MATERIALS,BROOKLYN,76,48.65723684210526,1.675,8.808333333333334,0.881578947368421,0.17105263157894737,1.736842105263158
HAZARDOUS MATERIALS,MANHATTAN,60,93.32083333333334,1.7999999999999998,9.083333333333334,0.8833333333333333,0.11666666666666667,1.8
HAZARDOUS MATERIALS,QUEENS,73,32.1148401826484,1.6333333333333333,6.273333333333326,0.9041095890410958,0.2191780821917808,5.424657534246576
HAZARDOUS MATERIALS,STATEN ISLAND,23,7.6673913043478255,2.683333333333333,10.776666666666667,0.9130434782608695,0.30434782608695654,3.0434782608695654
HEAT/HOT WATER,BRONX,14071,42.5841188141094,37.01722222222222,81.01777777777778,0.15286760002842725,0.8890626110439912,46.074337289460594
HEAT/HOT WATER,BROOKLYN,10648,54.10953598484848,46.13,103.90177777777788,0.11081893313298272,0.7736664162283997,18.50910969196093
HEAT/HOT WATER,MANHATTAN,9052,61.28882637968282,46.06638888888889,99.64730555555556,0.11975254087494476,0.8644498453380468,25.29673000441891
HEAT/HOT WATER,QUEENS,5334,53.215184039495064,46.42194444444445,101.63327777777775,0.11473565804274466,0.7399700037495313,29.501499812523434
HEAT/HOT WATER,STATEN ISLAND,445,54.01468789013733,44.906666666666666,100.18988888888892,0.10112359550561797,0.6134831460674157,8.5438202247191
HIGHWAY CONDITION,BRONX,1,18.115555555555556,18.115555555555556,18.115555555555556,0.0,0.0,1.0
HIGHWAY CONDITION,QUEENS,1,1689.4325,1689.4325,1689.4325,0.0,0.0,1.0
HOME DELIVERED MEAL - MISSED DELIVERY,BRONX,7,306.2534126984127,342.7225,560.4207222222224,0.0,1.0,110.85714285714286
HOME DELIVERED MEAL - MISSED DELIVERY,BROOKLYN,13,327.0846153846154,316.2969444444444,468.07461111111115,0.0,1.0,203.6153846153846
HOME DELIVERED MEAL - MISSED DELIVERY,MANHATTAN,13,279.6288675213675,261.8377777777778,549.4031111111111,0.23076923076923078,0.9230769230769231,137.69230769230768
HOME DELIVERED MEAL - MISSED DELIVERY,QUEENS,8,228.52784722222222,187.50402777777776,423.84708333333333,0.0,0.875,83.0
HOME DELIVERED MEAL - MISSED DELIVERY,STATEN ISLAND,3,348.279537037037,330.6669444444444,485.49694444444447,0.0,1.0,65.0
HOMELESS ENCAMPMENT,BROOKLYN,2,3.7706944444444446,3.7706944444444446,3.9916944444444447,1.0,0.0,1.5
HOMELESS ENCAMPMENT,MANHATTAN,3,4.143148148148148,4.373611111111111,7.260722222222222,1.0,1.0,4.666666666666667
HOMELESS ENCAMPMENT,STATEN ISLAND,1,3.1219444444444444,3.1219444444444444,3.1219444444444444,1.0,0.0,1.0
HOMELESS PERSON ASSISTANCE,BRONX,185,17.595336336336334,2.4758333333333336,11.500611111111109,0.8432432432432433,0.372972972972973,7.178378378378379
HOMELESS PERSON ASSISTANCE,BROOKLYN,585,12.733493827160494,2.6863888888888887,16.171722222222225,0.770940170940171,0.252991452991453,2.6991452991452993
HOMELESS PERSON ASSISTANCE,MANHATTAN,1882,38.24238856417522,3.189583333333333,17.57955555555556,0.7539851222104145,0.5462274176408076,10.08979808714134
HOMELESS PERSON ASSISTANCE,QUEENS,444,12.64483858858859,2.3079166666666664,13.280027777777777,0.8040540540540541,0.32882882882882886,4.301801801801802
HOMELESS PERSON ASSISTANCE,STATEN ISLAND,39,31.860861823361827,2.937222222222222,16.375722222222226,0.7435897435897436,0.2564102564102564,3.769230769230769
HOMELESS STREET CONDITION,BRONX,18,1.842762345679012,1.3141666666666665,4.07827777777778,0.9444444444444444,0.3333333333333333,5.055555555555555
HOMELESS STREET CONDITION,BROOKLYN,61,0.957700364298725,0.5602777777777778,2.001388888888889,0.9836065573770492,0.39344262295081966,10.21311475409836
HOMELESS STREET CONDITION,MANHATTAN,225,0.9725703703703704,0.41583333333333333,2.426388888888889,0.9688888888888889,0.5155555555555555,5.72
HOMELESS STREET CONDITION,QUEENS,39,1.5691025641025642,0.5658333333333333,3.837555555555556,0.9743589743589743,0.4358974358974359,9.64102564102564
HOMELESS STREET CONDITION,STATEN ISLAND,4,0.3275694444444444,0.31652777777777774,0.5986388888888889,1.0,0.25,2.0
ILLEGAL ANIMAL KEPT AS PET,BRONX,8,0.0,0.0,0.0,1.0,0.125,2.625
ILLEGAL ANIMAL KEPT AS PET,BROOKLYN,9,8.49679012345679,0.0,15.294222222222237,0.8888888888888888,0.0,1.1111111111111112
ILLEGAL ANIMAL KEPT AS PET,MANHATTAN,5,0.0,0.0,0.0,1.0,0.0,1.0
ILLEGAL ANIMAL KEPT AS PET,QUEENS,10,0.0,0.0,0.0,1.0,0.1,1.2
ILLEGAL ANIMAL KEPT AS PET,STATEN ISLAND,4,0.0,0.0,0.0,1.0,0.0,1.25
ILLEGAL ANIMAL SOLD,BROOKLYN,5,0.0,0.0,0.0,1.0,0.0,1.0
ILLEGAL ANIMAL SOLD,MANHATTAN,1,0.0,0.0,0.0,1.0,0.0,1.0
ILLEGAL ANIMAL SOLD,QUEENS,1,0.0,0.0,0.0,1.0,0.0,1.0
ILLEGAL ANIMAL SOLD,STATEN ISLAND,1,0.0,0.0,0.0,1.0,0.0,1.0
ILLEGAL DUMPING,BRONX,648,166.82789866255143,91.78527777777778,316.1884166666667,0.016975308641975308,0.17592592592592593,1.8225308641975309
ILLEGAL DUMPING,BROOKLYN,1345,139.5863422139612,77.01027777777777,310.575388888889,0.02453531598513011,0.16505576208178438,2.233457249070632
ILLEGAL DUMPING,MANHATTAN,563,216.56562808367872,118.57305555555556,528.2913333333333,0.028419182948490232,0.2202486678507993,4.646536412078153
ILLEGAL DUMPING,QUEENS,1108,103.18751178299237,56.37972222222223,215.7572777777779,0.05144404332129964,0.17689530685920576,2.0550541516245486
ILLEGAL DUMPING,STATEN ISLAND,210,109.01161375661376,49.46680555555555,149.47322222222223,0.07142857142857142,0.08571428571428572,1.5857142857142856
ILLEGAL FIREWORKS,BRONX,406,1.4711391625615764,0.5451388888888888,3.085972222222222,0.8275862068965517,0.42857142857142855,3.899014778325123
ILLEGAL FIREWORKS,BROOKLYN,813,0.6815187235205685,0.39194444444444443,1.3506111111111114,0.8806888068880688,0.4108241082410824,5.992619926199262
ILLEGAL FIREWORKS,MANHATTAN,663,0.6618686106921401,0.295,1.5577777777777793,0.8642533936651584,0.6862745098039216,9.668174962292609
ILLEGAL FIREWORKS,QUEENS,665,27.873470342522975,0.5630555555555555,3.3138333333333345,0.7924812030075188,0.29774436090225564,3.162406015037594
ILLEGAL FIREWORKS,STATEN ISLAND,224,0.6326054067460317,0.37444444444444447,1.1340833333333336,0.9330357142857143,0.29017857142857145,2.455357142857143
ILLEGAL PARKING,BRONX,10166,3.558324644238967,1.754722222222222,8.24375,0.8515640369860319,0.6970293133975999,14.345465276411568
ILLEGAL PARKING,BROOKLYN,24380,2.296012270987148,1.0148611111111112,4.653166666666669,0.904388843314192,0.7150943396226415,34.25442986054143
ILLEGAL PARKING,MANHATTAN,8374,1.438433146246318,0.6713888888888889,2.870777777777777,0.9567709577262957,0.6719608311440172,12.245641270599474
ILLEGAL PARKING,QUEENS,19794,2.8395912060893873,1.4445833333333333,6.731416666666667,0.8345458219662524,0.6771749014852986,27.63024148731939
ILLEGAL PARKING,STATEN ISLAND,1960,1.6197422052154193,0.9541666666666667,3.593944444444446,0.9081632653061225,0.4520408163265306,4.2673469387755105
ILLEGAL POSTING,BRONX,16,123.2896701388889,107.22416666666666,237.55069444444445,0.0,0.1875,1.6875
ILLEGAL POSTING,BROOKLYN,144,81.92939429012345,65.76875000000001,156.26997222222252,0.006944444444444444,0.020833333333333332,1.25
ILLEGAL POSTING,MANHATTAN,22,76.89616161616162,48.33361111111111,157.34283333333335,0.0,0.18181818181818182,1.5454545454545454
ILLEGAL POSTING,QUEENS,126,74.26691798941799,47.15236111111111,145.575,0.007936507936507936,0.24603174603174602,2.634920634920635
ILLEGAL POSTING,STATEN ISLAND,115,130.23619806763284,72.4588888888889,231.240166666667,0.0782608695652174,0.6608695652173913,8.347826086956522
ILLEGAL TREE DAMAGE,BRONX,52,1798.7654166666666,789.0095833333334,3277.009499999999,0.07692307692307693,0.21153846153846154,3.519230769230769
ILLEGAL TREE DAMAGE,BROOKLYN,210,1723.179976190476,270.1047222222222,3077.307194444443,0.004761904761904762,0.12380952380952381,1.7857142857142858
ILLEGAL TREE DAMAGE,MANHATTAN,84,1349.0346726190478,364.70152777777776,3522.6198333333336,0.011904761904761904,0.14285714285714285,2.261904761904762
ILLEGAL TREE DAMAGE,QUEENS,128,5300.6393033854165,2407.0908333333336,15530.080555555554,0.0078125,0.0546875,1.3125
ILLEGAL TREE DAMAGE,STATEN ISLAND,49,1613.8554875283446,494.95666666666665,4726.20377777778,0.10204081632653061,0.08163265306122448,1.5714285714285714
INCORRECT DATA,BRONX,1,546.1575,546.1575,546.1575,0.0,0.0,1.0
INCORRECT DATA,BROOKLYN,2,1390.4525,1390.4525,2445.224055555556,0.0,0.0,1.5
INCORRECT DATA,MANHATTAN,1,0.10027777777777777,0.10027777777777777,0.10027777777777777,1.0,0.0,1.0
INCORRECT DATA,QUEENS,1,141.7122222222222,141.7122222222222,141.7122222222222,0.0,0.0,1.0
INCORRECT DATA,STATEN ISLAND,3,107.13509259259258,23.50888888888889,229.85133333333334,0.0,0.0,1.0
INDOOR AIR QUALITY,BRONX,159,30.849026904262754,12.750555555555556,47.534555555555556,0.4716981132075472,0.11949685534591195,1.9056603773584906
INDOOR AIR QUALITY,BROOKLYN,297,43.63030209502431,13.221111111111112,61.32094444444445,0.45791245791245794,0.16498316498316498,1.9461279461279462
INDOOR AIR QUALITY,MANHATTAN,281,26.021830763147488,15.323888888888888,65.7311111111111,0.398576512455516,0.1494661921708185,1.6797153024911031
INDOOR AIR QUALITY,QUEENS,231,25.55960918710919,12.177777777777777,53.84222222222222,0.39826839826839827,0.35064935064935066,11.93939393939394
INDOOR AIR QUALITY,STATEN ISLAND,39,16.84532051282051,7.584722222222222,30.937111111111136,0.6153846153846154,0.41025641025641024,16.333333333333332
INDOOR SEWAGE,BRONX,18,283.15461419753086,95.72083333333333,529.4608888888891,0.16666666666666666,0.0,1.2222222222222223
INDOOR SEWAGE,BROOKLYN,29,2073.943132183908,44.43138888888889,5382.308277777776,0.20689655172413793,0.0,1.206896551724138
INDOOR SEWAGE,MANHATTAN,22,2485.5105934343433,168.93444444444447,6095.0462777777775,0.18181818181818182,0.045454545454545456,1.3181818181818181
INDOOR SEWAGE,QUEENS,22,3840.226717171717,380.9776388888889,11857.966027777784,0.09090909090909091,0.0,1.0
INDOOR SEWAGE,STATEN ISLAND,3,1482.5086111111111,693.5361111111112,3112.3667777777778,0.0,0.0,1.0
INDUSTRIAL WASTE,BRONX,18,62.579629629629636,19.55,174.08166666666673,0.4444444444444444,0.16666666666666666,1.5
INDUSTRIAL WASTE,BROOKLYN,28,429.66309523809525,22.733333333333334,213.67166666666674,0.42857142857142855,0.03571428571428571,1.3214285714285714
INDUSTRIAL WASTE,MANHATTAN,23,97.60797101449275,24.566666666666666,345.03333333333336,0.43478260869565216,0.08695652173913043,1.434782608695652
INDUSTRIAL WASTE,QUEENS,37,683.3378378378378,3.65,112.45666666666664,0.5675675675675675,0.02702702702702703,1.3783783783783783
INDUSTRIAL WASTE,STATEN ISLAND,9,14.92962962962963,4.1,36.60333333333334,0.5555555555555556,0.0,1.1111111111111112
INSTITUTION DISPOSAL COMPLAINT,BRONX,2,147.8723611111111,147.8723611111111,184.29513888888889,0.0,0.0,1.0
INSTITUTION DISPOSAL COMPLAINT,BROOKLYN,2,278.3640277777778,278.3640277777778,350.0496944444444,0.0,0.0,1.0
INSTITUTION DISPOSAL COMPLAINT,MANHATTAN,2,56.81625,56.81625,81.3681388888889,0.0,0.0,1.0
INSTITUTION DISPOSAL COMPLAINT,STATEN ISLAND,1,19.968888888888888,19.968888888888888,19.968888888888888,0.0,0.0,1.0
INTERNAL CODE,BROOKLYN,1,98.75,98.75,98.75,0.0,0.0,1.0
INVESTIGATIONS AND DISCIPLINE (IAD),BRONX,5,317.24105555555553,253.43055555555554,520.876,0.0,0.0,1.0
INVESTIGATIONS AND DISCIPLINE (IAD),BROOKLYN,40,175.05756944444445,54.061527777777776,415.9889444444447,0.1,0.075,1.5
